,Date and Time,Trend Age,Inoculation Age,I: Air Act.,I: O2 Act.,I: CO2 Act.,I: TempV,I: TempJ,I: DOamp,I: pH,I: Level 1,I: Stirr Act.,I: Torque,I: Balance1,I: Vol. Pump A1,I: Vol. Pump A2,I: Vol. Pump A3,I: Vol. Pump A4,I: Vol. CO2 Act.,I: Vol. O2 Act.,I: Vol. Air Act.,SP Temperature,SP Oxygen,SP pH,SP Foam,SP Level,O: Air Setp.,O: O2 Setp.,O: CO2 Setp.,O: N2,O: Heat,O: Cool,O: PumpTh,O: Stirr Setp.,O: Pump A1,O: Pump A2,O: Pump A3,O: Pump A4,O: Headspace 
33,2021-03-10 00:16:54,439.975,0,-0.441495,-0.0438888,-0.185476,35.8,48.2,52.9749,8.24048,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,73.2,0.0,1,0,0.0,0,0,0,0
34,2021-03-10 00:17:24,439.983,0,-0.454719,-0.0636432,-0.17407,35.9,49.5,53.2585,8.23595,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,71.25,0.0,1,0,0.0,0,0,0,0
35,2021-03-10 00:17:54,439.992,0,-0.432025,-0.0418883,-0.188755,36.3,50.9,53.5263,8.23176,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,69.15,0.0,1,0,0.0,0,0,0,0
36,2021-03-10 00:18:24,440.0,0,-0.443185,-0.0608177,-0.203748,36.6,52.1,53.9882,8.22727,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,67.35,0.0,1,0,0.0,0,0,0,0
37,2021-03-10 00:18:54,440.008,0,-0.452289,-0.066206,-0.154001,37.1,53.0,54.2513,8.22161,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0
38,2021-03-10 00:19:24,440.017,0,-0.421207,-0.0651624,-0.160217,37.6,41.0,54.8345,8.21419,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,63.9,1,0,0.0,0,0,0,0
39,2021-03-10 00:19:54,440.025,0,-0.452169,-0.0678517,-0.169809,38.1,37.9,55.5766,8.20758,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,60.9,1,0,0.0,0,0,0,0
40,2021-03-10 00:20:24,440.033,0,-0.438884,-0.0785011,-0.153619,38.3,35.2,56.3549,8.20271,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,58.1,1,0,0.0,0,0,0,0
41,2021-03-10 00:20:54,440.042,0,-0.444197,-0.0482959,-0.193751,38.4,33.0,56.9504,8.20112,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,55.9,1,0,0.0,0,0,0,0
42,2021-03-10 00:21:24,440.05,0,-0.419621,-0.0674884,-0.178931,38.3,31.1,57.364,8.20137,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,54.1,1,0,0.0,0,0,0,0
43,2021-03-10 00:21:54,440.058,0,-0.429632,-0.0372626,-0.173813,38.2,29.5,57.0121,8.20333,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,52.5,1,0,0.0,0,0,0,0
44,2021-03-10 00:22:24,440.067,0,-0.418724,-0.0764498,-0.170679,38.0,28.3,56.5594,8.20565,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,51.3,1,0,0.0,0,0,0,0
45,2021-03-10 00:22:54,440.075,0,-0.448504,-0.048589,-0.18679,37.7,27.2,56.2708,8.20811,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,50.2,1,0,0.0,0,0,0,0
46,2021-03-10 00:23:24,440.083,0,-0.432541,-0.0615945,-0.176251,37.5,26.3,56.0689,8.21265,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,49.3,1,0,0.0,0,0,0,0
47,2021-03-10 00:23:54,440.092,0,-0.43981,-0.0656464,-0.178228,37.2,25.5,55.5147,8.21861,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,48.5,1,0,0.0,0,0,0,0
48,2021-03-10 00:24:24,440.1,0,-0.430887,-0.0545862,-0.168209,36.8,25.7,55.2326,8.22588,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,100.0,0.0,1,0,0.0,0,0,0,0
49,2021-03-10 00:24:54,440.108,0,-0.444881,-0.0713963,-0.178186,36.5,30.1,54.715,8.23202,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,100.0,0.0,1,0,0.0,0,0,0,0
50,2021-03-10 00:25:24,440.117,0,-0.436075,-0.0733626,-0.163319,36.0,32.8,54.4662,8.23941,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,96.45,0.0,1,0,0.0,0,0,0,0
51,2021-03-10 00:25:54,440.125,0,-0.451185,-0.0768388,-0.17186,35.8,35.3,54.2651,8.24475,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,92.7,0.0,1,0,0.0,0,0,0,0
52,2021-03-10 00:26:24,440.133,0,-0.434283,-0.0418888,-0.173045,35.5,37.4,54.1179,8.2482,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,89.4,0.0,1,0,0.0,0,0,0,0
53,2021-03-10 00:26:54,440.142,0,-0.44464,-0.0743202,-0.169991,35.3,39.4,53.9344,8.25016,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,86.4,0.0,1,0,0.0,0,0,0,0
54,2021-03-10 00:27:24,440.15,0,-0.445623,-0.0569182,-0.172166,35.3,41.4,53.5426,8.25115,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,83.4,0.0,1,0,0.0,0,0,0,0
55,2021-03-10 00:27:54,440.158,0,-0.415821,-0.078499,-0.17862,35.3,43.1,53.3267,8.25022,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,80.85,0.0,1,0,0.0,0,0,0,0
56,2021-03-10 00:28:24,440.167,0,-0.445136,-0.0462305,-0.179436,35.3,44.7,53.2451,8.24857,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,78.45,0.0,1,0,0.0,0,0,0,0
57,2021-03-10 00:28:54,440.175,0,-0.458943,-0.0410252,-0.178708,35.5,46.2,53.0138,8.24569,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,76.2,0.0,1,0,0.0,0,0,0,0
58,2021-03-10 00:29:24,440.183,0,-0.452605,-0.0717241,-0.1714,35.7,47.8,52.9916,8.24267,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,73.95,0.0,1,0,0.0,0,0,0,0
59,2021-03-10 00:29:54,440.192,0,-0.444103,-0.0609428,-0.174476,35.8,49.0,53.0042,8.23893,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,72.0,0.0,1,0,0.0,0,0,0,0
60,2021-03-10 00:30:24,440.2,0,-0.437555,-0.0507433,-0.181638,36.2,50.3,53.1718,8.23425,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,70.05,0.0,1,0,0.0,0,0,0,0
61,2021-03-10 00:30:54,440.208,0,-0.437672,-0.0658876,-0.192931,36.6,51.5,53.39,8.22903,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,68.25,0.0,1,0,0.0,0,0,0,0
62,2021-03-10 00:31:24,440.217,0,-0.453169,-0.053071,-0.16933,37.0,52.8,53.8289,8.2244,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,39.0078,0.0,1,0,0.0,0,0,0,0
63,2021-03-10 00:31:54,440.225,0,-0.44228,-0.0624543,-0.167507,37.4,43.3,54.3368,8.21756,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,66.2,1,0,0.0,0,0,0,0
64,2021-03-10 00:32:24,440.233,0,-0.450005,-0.0578758,-0.179476,37.9,38.8,55.0282,8.20989,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,61.8,1,0,0.0,0,0,0,0
65,2021-03-10 00:32:54,440.242,0,-0.445249,-0.0626573,-0.19194,38.3,36.0,55.8169,8.20486,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,58.9,1,0,0.0,0,0,0,0
66,2021-03-10 00:33:24,440.25,0,-0.45279,-0.0811905,-0.157567,38.4,33.6,56.2683,8.20255,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,56.5,1,0,0.0,0,0,0,0
67,2021-03-10 00:33:54,440.258,0,-0.456033,-0.0701788,-0.189868,38.3,31.6,56.6571,8.20209,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,54.6,1,0,0.0,0,0,0,0
68,2021-03-10 00:34:24,440.267,0,-0.423164,-0.062412,-0.181601,38.2,30.1,56.5115,8.20332,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,53.0,1,0,0.0,0,0,0,0
69,2021-03-10 00:34:54,440.275,0,-0.436053,-0.049722,-0.159775,38.1,28.7,56.3123,8.20525,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,51.7,1,0,0.0,0,0,0,0
70,2021-03-10 00:35:24,440.283,0,-0.448391,-0.0697976,-0.183552,37.8,27.4,56.1314,8.20827,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,50.4,1,0,0.0,0,0,0,0
71,2021-03-10 00:35:54,440.292,0,-0.42618,-0.0627395,-0.17178,37.5,26.5,55.9697,8.21176,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,49.5,1,0,0.0,0,0,0,0
72,2021-03-10 00:36:24,440.3,0,-0.450847,-0.0496876,-0.189148,37.3,25.7,55.6347,8.21706,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,48.7,1,0,0.0,0,0,0,0
73,2021-03-10 00:36:54,440.308,0,-0.430692,-0.0612015,-0.171499,36.9,25.1,55.3465,8.22346,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0
74,2021-03-10 00:37:24,440.317,0,-0.448578,-0.0873655,-0.173744,36.6,28.9,54.8595,8.23037,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,100.0,0.0,1,0,0.0,0,0,0,0
75,2021-03-10 00:37:54,440.325,0,-0.414267,-0.0641768,-0.161127,36.2,31.9,54.5955,8.23744,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,97.65,0.0,1,0,0.0,0,0,0,0
76,2021-03-10 00:38:24,440.333,0,-0.424088,-0.0706329,-0.151838,35.8,34.5,54.3564,8.24374,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,93.75,0.0,1,0,0.0,0,0,0,0
77,2021-03-10 00:38:54,440.342,0,-0.423582,-0.0687687,-0.177128,35.6,36.8,54.0323,8.24756,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,90.3,0.0,1,0,0.0,0,0,0,0
78,2021-03-10 00:39:24,440.35,0,-0.425977,-0.0757932,-0.176942,35.4,38.8,53.5982,8.24998,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,87.3,0.0,1,0,0.0,0,0,0,0
79,2021-03-10 00:39:54,440.358,0,-0.457435,-0.0607429,-0.177633,35.3,40.6,53.4754,8.25109,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,84.6,0.0,1,0,0.0,0,0,0,0
80,2021-03-10 00:40:24,440.367,0,-0.451623,-0.0637277,-0.183167,35.2,42.5,53.2139,8.25095,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,81.9,0.0,1,0,0.0,0,0,0,0
81,2021-03-10 00:40:54,440.375,0,-0.402491,-0.0695638,-0.168938,35.3,44.1,52.9856,8.24931,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,79.35,0.0,1,0,0.0,0,0,0,0
82,2021-03-10 00:41:24,440.383,0,-0.429128,-0.0613913,-0.183969,35.4,45.8,52.8461,8.24682,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,76.8,0.0,1,0,0.0,0,0,0,0
83,2021-03-10 00:41:54,440.392,0,-0.420597,-0.0735303,-0.182262,35.6,47.2,52.7696,8.24305,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,74.7,0.0,1,0,0.0,0,0,0,0
84,2021-03-10 00:42:24,440.4,0,-0.455705,-0.0726381,-0.188264,35.8,48.7,52.8317,8.23982,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,72.45,0.0,1,0,0.0,0,0,0,0
85,2021-03-10 00:42:54,440.408,0,-0.453499,-0.0744004,-0.188387,36.0,49.9,53.0267,8.23568,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,70.65,0.0,1,0,0.0,0,0,0,0
86,2021-03-10 00:43:24,440.417,0,-0.434453,-0.0729731,-0.189577,36.4,51.2,53.181,8.23117,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,68.7,0.0,1,0,0.0,0,0,0,0
87,2021-03-10 00:43:54,440.425,0,-0.466505,-0.0732287,-0.181279,36.8,52.4,53.7247,8.22644,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,66.9,0.0,1,0,0.0,0,0,0,0
88,2021-03-10 00:44:24,440.433,0,-0.453513,-0.0800455,-0.166909,37.3,52.0,54.0658,8.2199,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,75.0,1,0,0.0,0,0,0,0
89,2021-03-10 00:44:54,440.442,0,-0.40736,-0.0543299,-0.158601,37.7,39.7,54.9119,8.2125,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,62.6,1,0,0.0,0,0,0,0
90,2021-03-10 00:45:24,440.45,0,-0.442218,-0.0516302,-0.183177,38.2,36.9,55.9046,8.20604,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,59.9,1,0,0.0,0,0,0,0
91,2021-03-10 00:45:54,440.458,0,-0.447053,-0.0961345,-0.174399,38.3,34.4,56.7404,8.20278,0,0,0.0,0,4.84182,677.843,0.0,0.0,0.0270559,0.11331,16360.1,37,30,7,0,0,0,0.0,0,0,0.0,57.4,1,0,0.0,0,0,0,0
