take,generation,normal_cell_number,mutant_cell_number,mutant_ratio
6,13,1195,15,0.012396694214876033
6,14,1225,15,0.012096774193548387
6,15,1193,22,0.01810699588477366
6,16,1155,23,0.019524617996604415
6,17,1191,20,0.016515276630883566
6,18,1189,15,0.012458471760797342
6,19,1216,14,0.011382113821138212
6,20,1229,20,0.016012810248198558
6,21,1192,21,0.01731244847485573
6,22,1193,24,0.01972062448644207
6,23,1207,18,0.014693877551020407
6,24,1186,20,0.01658374792703151
6,25,1179,21,0.0175
6,26,1177,21,0.017529215358931552
6,27,1171,18,0.015138772077375946
6,28,1137,21,0.018134715025906734
6,29,1151,20,0.017079419299743808
6,30,1136,16,0.013888888888888888
6,31,1150,8,0.0069084628670120895
6,32,1158,11,0.009409751924721984
6,33,1137,6,0.005249343832020997
6,34,1106,4,0.0036036036036036037
6,35,1120,5,0.0044444444444444444
6,36,1074,4,0.0037105751391465678
6,37,1088,5,0.004574565416285453
6,38,1107,6,0.005390835579514825
6,39,1065,6,0.0056022408963585435
6,40,1083,7,0.006422018348623854
6,41,1101,6,0.005420054200542005
6,42,1092,4,0.0036496350364963502
6,43,1109,5,0.004488330341113106
6,44,1075,6,0.005550416281221091
6,45,1062,8,0.007476635514018692
6,46,1052,7,0.0066100094428706326
6,47,1061,8,0.007483629560336763
6,48,1079,8,0.007359705611775529
6,49,1032,6,0.005780346820809248
6,50,1029,6,0.005797101449275362
6,51,1009,5,0.004930966469428008
6,52,1009,9,0.008840864440078585
6,53,1005,9,0.008875739644970414
6,54,990,3,0.0030211480362537764
6,55,990,6,0.006024096385542169
6,56,993,6,0.006006006006006006
6,57,1001,7,0.006944444444444444
6,58,987,1,0.0010121457489878543
6,59,1029,2,0.0019398642095053346
6,60,1028,1,0.0009718172983479105
6,61,1007,1,0.000992063492063492
6,62,988,1,0.0010111223458038423
6,63,991,2,0.002014098690835851
6,64,1011,2,0.0019743336623889436
6,65,1001,3,0.00298804780876494
6,66,1002,3,0.0029850746268656717
6,67,993,4,0.004012036108324975
6,68,977,3,0.003061224489795918
6,69,967,0,0.0
7,1,989,11,0.011
7,2,987,12,0.012012012012012012
7,3,999,14,0.013820335636722606
7,4,998,11,0.010901883052527254
7,5,969,13,0.013238289205702648
7,6,974,15,0.015166835187057633
7,7,970,18,0.018218623481781375
7,8,968,18,0.018255578093306288
7,9,972,19,0.01917255297679112
7,10,941,19,0.019791666666666666
7,11,934,22,0.02301255230125523
7,12,967,17,0.017276422764227643
7,13,965,9,0.009240246406570842
7,14,989,13,0.012974051896207584
7,15,974,14,0.01417004048582996
7,16,974,16,0.01616161616161616
7,17,1017,14,0.013579049466537343
7,18,995,17,0.016798418972332016
7,19,977,18,0.018090452261306532
7,20,979,18,0.01805416248746239
7,21,985,15,0.015
7,22,1004,15,0.014720314033366046
7,23,1007,15,0.014677103718199608
7,24,1001,17,0.01669941060903733
7,25,1024,19,0.01821668264621285
7,26,1036,20,0.01893939393939394
7,27,1045,23,0.02153558052434457
7,28,1049,15,0.014097744360902255
7,29,1040,18,0.017013232514177693
7,30,1007,19,0.018518518518518517
7,31,1011,18,0.01749271137026239
7,32,1006,20,0.01949317738791423
7,33,993,24,0.02359882005899705
7,34,1004,28,0.027131782945736434
7,35,1022,24,0.022944550669216062
7,36,1012,25,0.024108003857280617
7,37,1009,28,0.02700096432015429
7,38,988,29,0.028515240904621434
7,39,1007,29,0.027992277992277992
7,40,994,30,0.029296875
7,41,998,29,0.028237585199610515
7,42,984,27,0.026706231454005934
7,43,987,28,0.027586206896551724
7,44,989,36,0.0351219512195122
7,45,1009,39,0.03721374045801527
7,46,1014,29,0.027804410354745925
7,47,1034,28,0.026365348399246705
7,48,1041,25,0.02345215759849906
7,49,998,17,0.016748768472906402
7,50,1003,13,0.012795275590551181
7,51,994,6,0.006
7,52,996,6,0.005988023952095809
7,53,1031,8,0.007699711260827719
7,54,1009,9,0.008840864440078585
7,55,1021,9,0.008737864077669903
7,56,1045,13,0.012287334593572778
7,57,1054,11,0.010328638497652582
7,58,1070,13,0.012003693444136657
7,59,1098,13,0.011701170117011701
7,60,1146,10,0.00865051903114187
7,61,1142,12,0.010398613518197574
7,62,1145,9,0.00779896013864818
7,63,1149,9,0.007772020725388601
7,64,1172,7,0.005937234944868533
7,65,1203,7,0.005785123966942148
7,66,1186,9,0.007531380753138075
7,67,1187,7,0.005862646566164154
7,68,1198,6,0.0049833887043189366
7,69,1183,6,0.005046257359125316
7,70,1186,10,0.008361204013377926
7,71,1188,14,0.011647254575707155
7,72,1181,15,0.01254180602006689
7,73,1171,21,0.01761744966442953
7,74,1166,19,0.016033755274261603
7,75,1170,13,0.01098901098901099
7,76,1173,19,0.015939597315436243
7,77,1176,24,0.02
7,78,1169,28,0.023391812865497075
7,79,1141,28,0.023952095808383235
7,80,1131,29,0.025
7,81,1157,26,0.02197802197802198
7,82,1163,28,0.023509655751469353
7,83,1152,21,0.017902813299232736
7,84,1155,21,0.017857142857142856
7,85,1123,27,0.023478260869565216
7,86,1121,28,0.024369016536118365
7,87,1129,22,0.019113814074717638
7,88,1139,20,0.01725625539257981
7,89,1138,17,0.01471861471861472
7,90,1123,16,0.014047410008779631
7,91,1134,14,0.012195121951219513
7,92,1149,9,0.007772020725388601
7,93,1148,8,0.006920415224913495
7,94,1152,7,0.0060396893874029335
7,95,1169,2,0.0017079419299743809
7,96,1171,2,0.0017050298380221654
7,97,1207,3,0.0024793388429752068
7,98,1241,1,0.0008051529790660225
7,99,1220,2,0.0016366612111292963
7,100,1224,3,0.0024449877750611247
7,101,1198,1,0.0008340283569641367
7,102,1177,1,0.0008488964346349745
7,103,1227,1,0.0008143322475570033
7,104,1229,2,0.0016246953696181965
7,105,1223,2,0.0016326530612244899
7,106,1236,2,0.0016155088852988692
7,107,1231,2,0.0016220600162206002
7,108,1258,2,0.0015873015873015873
7,109,1260,4,0.0031645569620253164
7,110,1236,3,0.002421307506053269
7,111,1265,2,0.0015785319652722968
7,112,1286,2,0.0015527950310559005
7,113,1264,1,0.0007905138339920949
7,114,1232,0,0.0
8,1,990,10,0.01
8,2,989,7,0.007028112449799197
8,3,984,6,0.006060606060606061
8,4,998,7,0.006965174129353234
8,5,961,10,0.010298661174047374
8,6,949,14,0.014537902388369679
8,7,959,14,0.014388489208633094
8,8,938,17,0.01780104712041885
8,9,937,14,0.014721345951629864
8,10,918,16,0.017130620985010708
8,11,904,21,0.022702702702702703
8,12,902,19,0.02062975027144408
8,13,931,13,0.013771186440677966
8,14,898,16,0.0175054704595186
8,15,886,16,0.017738359201773836
8,16,913,13,0.014038876889848811
8,17,900,18,0.0196078431372549
8,18,914,15,0.016146393972012917
8,19,881,11,0.01233183856502242
8,20,890,9,0.010011123470522803
8,21,901,10,0.010976948408342482
8,22,872,9,0.01021566401816118
8,23,845,10,0.011695906432748537
8,24,833,13,0.015366430260047281
8,25,841,13,0.01522248243559719
8,26,817,12,0.014475271411338963
8,27,815,12,0.014510278113663845
8,28,812,15,0.018137847642079808
8,29,810,16,0.01937046004842615
8,30,793,12,0.014906832298136646
8,31,795,13,0.01608910891089109
8,32,801,9,0.011111111111111112
8,33,782,5,0.0063532401524777635
8,34,795,3,0.0037593984962406013
8,35,804,5,0.006180469715698393
8,36,798,7,0.008695652173913044
8,37,775,5,0.00641025641025641
8,38,769,5,0.006459948320413436
8,39,772,8,0.010256410256410256
8,40,772,8,0.010256410256410256
8,41,786,3,0.0038022813688212928
8,42,785,4,0.005069708491761723
8,43,784,7,0.008849557522123894
8,44,795,10,0.012422360248447204
8,45,802,6,0.007425742574257425
8,46,808,9,0.011015911872705019
8,47,793,7,0.00875
8,48,807,7,0.0085995085995086
8,49,789,7,0.008793969849246231
8,50,766,6,0.007772020725388601
8,51,790,5,0.006289308176100629
8,52,815,5,0.006097560975609756
8,53,806,6,0.007389162561576354
8,54,817,5,0.006082725060827251
8,55,793,6,0.007509386733416771
8,56,797,8,0.009937888198757764
8,57,805,7,0.008620689655172414
8,58,835,7,0.00831353919239905
8,59,829,6,0.00718562874251497
8,60,809,8,0.009791921664626682
8,61,812,12,0.014563106796116505
8,62,802,14,0.01715686274509804
8,63,788,14,0.017456359102244388
8,64,813,7,0.00853658536585366
8,65,799,9,0.011138613861386138
8,66,776,3,0.0038510911424903724
8,67,765,5,0.006493506493506494
8,68,788,5,0.006305170239596469
8,69,792,5,0.006273525721455458
8,70,816,7,0.00850546780072904
8,71,809,5,0.006142506142506142
8,72,811,5,0.006127450980392157
8,73,781,9,0.01139240506329114
8,74,794,9,0.0112079701120797
8,75,792,9,0.011235955056179775
8,76,770,12,0.015345268542199489
8,77,784,10,0.012594458438287154
8,78,794,5,0.006257822277847309
8,79,801,5,0.00620347394540943
8,80,795,7,0.008728179551122194
8,81,809,9,0.011002444987775062
8,82,819,12,0.01444043321299639
8,83,819,17,0.02033492822966507
8,84,795,15,0.018518518518518517
8,85,772,21,0.02648171500630517
8,86,812,15,0.018137847642079808
8,87,810,11,0.013398294762484775
8,88,782,14,0.017587939698492462
8,89,777,16,0.0201765447667087
8,90,779,17,0.02135678391959799
8,91,782,18,0.0225
8,92,770,21,0.02654867256637168
8,93,798,21,0.02564102564102564
8,94,778,21,0.026282853566958697
8,95,779,19,0.023809523809523808
8,96,770,14,0.017857142857142856
8,97,780,2,0.0025575447570332483
8,98,773,2,0.0025806451612903226
8,99,755,3,0.00395778364116095
8,100,726,2,0.0027472527472527475
8,101,726,3,0.00411522633744856
8,102,751,4,0.005298013245033113
8,103,755,3,0.00395778364116095
8,104,742,5,0.006693440428380187
8,105,745,4,0.0053404539385847796
8,106,751,4,0.005298013245033113
8,107,731,7,0.009485094850948509
8,108,726,5,0.006839945280437756
8,109,726,5,0.006839945280437756
8,110,724,6,0.00821917808219178
8,111,714,9,0.012448132780082987
8,112,736,11,0.014725568942436412
8,113,725,11,0.014945652173913044
8,114,741,9,0.012
8,115,734,11,0.01476510067114094
8,116,720,13,0.017735334242837655
8,117,707,12,0.016689847009735744
8,118,707,12,0.016689847009735744
8,119,700,10,0.014084507042253521
8,120,711,12,0.016597510373443983
8,121,696,18,0.025210084033613446
8,122,673,13,0.018950437317784258
8,123,668,7,0.01037037037037037
8,124,683,7,0.010144927536231883
8,125,685,7,0.010115606936416185
8,126,688,9,0.01291248206599713
8,127,697,7,0.009943181818181818
8,128,690,11,0.015691868758915834
8,129,692,9,0.012838801711840228
8,130,681,7,0.010174418604651164
8,131,672,9,0.013215859030837005
8,132,680,10,0.014492753623188406
8,133,678,12,0.017391304347826087
8,134,673,17,0.02463768115942029
8,135,677,17,0.024495677233429394
8,136,670,19,0.027576197387518143
8,137,665,16,0.023494860499265784
8,138,665,19,0.027777777777777776
8,139,657,19,0.028106508875739646
8,140,659,17,0.02514792899408284
8,141,659,21,0.030882352941176472
8,142,657,18,0.02666666666666667
8,143,643,13,0.019817073170731708
8,144,635,14,0.02157164869029276
8,145,640,16,0.024390243902439025
8,146,635,18,0.027565084226646247
8,147,652,18,0.026865671641791045
8,148,673,10,0.014641288433382138
8,149,685,12,0.01721664275466284
8,150,681,10,0.01447178002894356
8,151,686,10,0.014367816091954023
8,152,706,14,0.019444444444444445
8,153,680,18,0.025787965616045846
8,154,701,15,0.02094972067039106
8,155,695,17,0.023876404494382022
8,156,715,18,0.02455661664392906
8,157,741,10,0.013315579227696404
8,158,733,12,0.016107382550335572
8,159,700,9,0.012693935119887164
8,160,702,11,0.015427769985974754
8,161,718,9,0.012379642365887207
8,162,725,7,0.009562841530054645
8,163,720,4,0.0055248618784530384
8,164,713,3,0.004189944134078212
8,165,730,0,0.0
9,1,984,16,0.016
9,2,998,19,0.018682399213372666
9,3,1020,17,0.01639344262295082
9,4,1006,19,0.018536585365853658
9,5,1041,19,0.017924528301886792
9,6,1019,13,0.012596899224806201
9,7,1017,19,0.01833976833976834
9,8,1000,18,0.01768172888015717
9,9,1022,16,0.015414258188824663
9,10,1014,20,0.019342359767891684
9,11,996,17,0.01678183613030602
9,12,1020,17,0.01639344262295082
9,13,1007,14,0.013712047012732615
9,14,996,17,0.01678183613030602
9,15,1039,14,0.013295346628679962
9,16,1033,15,0.01431297709923664
9,17,1036,16,0.015209125475285171
9,18,1024,16,0.015384615384615385
9,19,1041,16,0.015137180700094607
9,20,1053,18,0.01680672268907563
9,21,1050,19,0.01777362020579981
9,22,1048,19,0.01780693533270853
9,23,1044,19,0.017873941674506115
9,24,1063,14,0.012999071494893221
9,25,1062,14,0.013011152416356878
9,26,1046,14,0.013207547169811321
9,27,1045,15,0.014150943396226415
9,28,1045,15,0.014150943396226415
9,29,1055,17,0.01585820895522388
9,30,1056,16,0.014925373134328358
9,31,1044,14,0.013232514177693762
9,32,1058,13,0.012138188608776844
9,33,1031,14,0.013397129186602871
9,34,1048,10,0.00945179584120983
9,35,1071,6,0.005571030640668524
9,36,1069,3,0.002798507462686567
9,37,1075,3,0.0027829313543599257
9,38,1055,3,0.002835538752362949
9,39,1050,3,0.002849002849002849
9,40,1030,4,0.0038684719535783366
9,41,1026,3,0.0029154518950437317
9,42,1023,5,0.0048638132295719845
9,43,1010,5,0.0049261083743842365
9,44,1009,4,0.003948667324777887
9,45,1021,0,0.0
10,1,995,5,0.005
10,2,962,4,0.004140786749482402
10,3,959,3,0.0031185031185031187
10,4,979,4,0.004069175991861648
10,5,971,4,0.0041025641025641026
10,6,988,2,0.00202020202020202
10,7,958,2,0.0020833333333333333
10,8,937,0,0.0
11,1,993,7,0.007
11,2,983,8,0.008072653884964682
11,3,965,7,0.00720164609053498
11,4,967,7,0.007186858316221766
11,5,938,10,0.010548523206751054
11,6,937,9,0.009513742071881607
11,7,925,7,0.0075107296137339056
11,8,934,7,0.007438894792773645
11,9,973,7,0.007142857142857143
11,10,947,4,0.004206098843322818
11,11,956,5,0.005202913631633715
11,12,984,4,0.004048582995951417
11,13,977,1,0.0010224948875255625
11,14,960,0,0.0
12,1,991,9,0.009
12,2,1015,12,0.011684518013631937
12,3,987,10,0.010030090270812437
12,4,1006,4,0.0039603960396039604
12,5,1002,2,0.00199203187250996
12,6,992,1,0.0010070493454179255
12,7,989,1,0.00101010101010101
12,8,982,1,0.001017293997965412
12,9,988,1,0.0010111223458038423
12,10,979,0,0.0
13,1,989,11,0.011
13,2,983,10,0.010070493454179255
