take,generation,normal_cell_number,mutant_cell_number,mutant_ratio
3,9,1000,6,0.005964214711729622
3,10,1006,8,0.007889546351084813
3,11,981,7,0.00708502024291498
3,12,976,3,0.0030643513789581204
3,13,992,3,0.003015075376884422
3,14,969,3,0.0030864197530864196
3,15,933,3,0.003205128205128205
3,16,921,0,0.0
4,1,987,13,0.013
4,2,995,16,0.01582591493570722
4,3,1017,20,0.019286403085824494
4,4,999,23,0.022504892367906065
4,5,985,26,0.025717111770524232
4,6,958,22,0.022448979591836733
4,7,968,22,0.022222222222222223
4,8,962,16,0.016359918200409
4,9,977,18,0.018090452261306532
4,10,973,18,0.018163471241170535
4,11,972,20,0.020161290322580645
4,12,984,24,0.023809523809523808
4,13,1001,20,0.019588638589618023
4,14,1013,24,0.023143683702989394
4,15,1035,16,0.015223596574690771
4,16,1023,15,0.014450867052023121
4,17,1022,19,0.01825168107588857
4,18,1021,21,0.02015355086372361
4,19,1007,18,0.0175609756097561
4,20,1010,12,0.011741682974559686
4,21,1045,11,0.010416666666666666
4,22,1028,12,0.011538461538461539
4,23,1063,13,0.012081784386617101
4,24,1056,12,0.011235955056179775
4,25,1010,12,0.011741682974559686
4,26,1059,11,0.010280373831775701
4,27,1066,9,0.008372093023255815
4,28,1062,9,0.008403361344537815
4,29,1063,8,0.007469654528478058
4,30,1061,5,0.004690431519699813
4,31,1043,5,0.004770992366412214
4,32,1036,5,0.004803073967339097
4,33,1035,7,0.0067178502879078695
4,34,1043,6,0.005719733079122974
4,35,1004,5,0.004955401387512388
4,36,983,0,0.0
5,1,990,10,0.01
5,2,1004,8,0.007905138339920948
5,3,984,7,0.007063572149344097
5,4,989,6,0.006030150753768844
5,5,981,7,0.00708502024291498
5,6,978,9,0.00911854103343465
5,7,973,9,0.009164969450101833
5,8,980,16,0.01606425702811245
5,9,983,14,0.014042126379137413
5,10,970,17,0.017223910840932118
5,11,949,18,0.01861427094105481
5,12,940,20,0.020833333333333332
5,13,939,20,0.020855057351407715
5,14,947,18,0.01865284974093264
5,15,925,16,0.01700318809776833
5,16,900,16,0.017467248908296942
5,17,868,13,0.014755959137343927
5,18,846,17,0.019698725376593278
5,19,838,15,0.017584994138335287
5,20,885,12,0.013377926421404682
5,21,882,16,0.017817371937639197
5,22,890,11,0.01220865704772475
5,23,899,14,0.01533406352683461
5,24,912,11,0.011917659804983749
5,25,888,9,0.010033444816053512
5,26,886,9,0.01005586592178771
5,27,891,11,0.012195121951219513
5,28,884,15,0.01668520578420467
5,29,857,18,0.02057142857142857
5,30,850,19,0.02186421173762946
5,31,877,18,0.02011173184357542
5,32,822,17,0.02026221692491061
5,33,832,13,0.015384615384615385
5,34,824,12,0.014354066985645933
5,35,824,11,0.013173652694610778
5,36,849,14,0.016222479721900347
5,37,854,17,0.01951779563719862
5,38,830,16,0.018912529550827423
5,39,839,8,0.009445100354191263
5,40,828,2,0.0024096385542168677
5,41,798,1,0.0012515644555694619
5,42,782,2,0.002551020408163265
5,43,814,1,0.001226993865030675
5,44,825,0,0.0
6,1,986,14,0.014
6,2,975,16,0.016145307769929364
6,3,972,19,0.01917255297679112
6,4,1011,19,0.018446601941747572
6,5,1007,24,0.023278370514064017
6,6,988,22,0.02178217821782178
6,7,989,23,0.022727272727272728
6,8,979,26,0.025870646766169153
6,9,991,26,0.025565388397246803
6,10,1001,29,0.02815533980582524
6,11,1011,23,0.022243713733075435
6,12,1029,28,0.026490066225165563
6,13,1025,36,0.033930254476908575
6,14,998,43,0.04130643611911623
6,15,1015,45,0.04245283018867924
6,16,1046,53,0.048225659690627844
6,17,1038,61,0.055505004549590536
6,18,1018,61,0.056533827618164965
6,19,994,56,0.05333333333333334
6,20,1007,48,0.04549763033175355
6,21,1017,49,0.04596622889305816
6,22,1033,55,0.050551470588235295
6,23,1058,64,0.0570409982174688
6,24,1027,70,0.06381039197812215
6,25,1019,64,0.05909510618651893
6,26,1018,72,0.06605504587155964
6,27,1004,73,0.06778087279480037
6,28,1032,66,0.060109289617486336
6,29,996,67,0.06302916274694262
6,30,1003,68,0.06349206349206349
6,31,1012,66,0.061224489795918366
6,32,1029,52,0.04810360777058279
6,33,1018,58,0.05390334572490706
6,34,1004,60,0.05639097744360902
6,35,1029,71,0.06454545454545454
6,36,1028,78,0.0705244122965642
6,37,1022,82,0.07427536231884058
6,38,1052,77,0.06820194862710363
6,39,1059,76,0.06696035242290749
6,40,1040,70,0.06306306306306306
6,41,1067,71,0.06239015817223199
6,42,1056,63,0.05630026809651475
6,43,1077,60,0.052770448548812667
6,44,1094,60,0.05199306759098787
6,45,1092,63,0.05454545454545454
6,46,1059,55,0.04937163375224417
6,47,1061,62,0.05520926090828139
6,48,1077,58,0.05110132158590308
6,49,1066,49,0.04394618834080718
6,50,1038,60,0.0546448087431694
6,51,1046,71,0.06356311548791406
6,52,1009,75,0.06918819188191883
6,53,1000,66,0.06191369606003752
6,54,1013,67,0.062037037037037036
6,55,1020,61,0.056429232192414434
6,56,1029,59,0.05422794117647059
6,57,1004,66,0.0616822429906542
6,58,1012,71,0.06555863342566944
6,59,992,82,0.07635009310986965
6,60,1002,87,0.07988980716253444
6,61,999,79,0.07328385899814471
6,62,999,79,0.07328385899814471
6,63,983,78,0.07351555136663525
6,64,974,87,0.08199811498586239
6,65,919,82,0.08191808191808192
6,66,923,79,0.07884231536926148
6,67,875,79,0.08280922431865828
6,68,852,87,0.0926517571884984
6,69,807,83,0.09325842696629214
6,70,816,90,0.09933774834437085
6,71,853,95,0.10021097046413502
6,72,844,84,0.09051724137931035
6,73,863,78,0.08289054197662062
6,74,879,68,0.07180570221752904
6,75,879,78,0.08150470219435736
6,76,863,82,0.08677248677248678
6,77,855,83,0.08848614072494669
6,78,870,79,0.08324552160168598
6,79,881,75,0.07845188284518828
6,80,898,71,0.07327141382868937
6,81,854,72,0.07775377969762419
6,82,845,79,0.0854978354978355
6,83,831,82,0.08981380065717415
6,84,830,86,0.09388646288209607
6,85,807,93,0.10333333333333333
6,86,801,90,0.10101010101010101
6,87,803,94,0.10479375696767002
6,88,798,95,0.10638297872340426
6,89,774,90,0.10416666666666667
6,90,764,95,0.11059371362048893
6,91,778,90,0.10368663594470046
6,92,757,92,0.10836277974087162
6,93,768,87,0.10175438596491228
6,94,735,83,0.10146699266503667
6,95,742,89,0.10709987966305656
6,96,742,82,0.09951456310679611
6,97,733,85,0.1039119804400978
6,98,740,72,0.08866995073891626
6,99,767,70,0.08363201911589008
6,100,746,62,0.07673267326732673
6,101,737,68,0.084472049689441
6,102,749,66,0.08098159509202454
6,103,758,61,0.07448107448107448
6,104,763,54,0.06609547123623011
6,105,750,50,0.0625
6,106,750,54,0.06716417910447761
6,107,749,54,0.06724782067247821
6,108,763,63,0.07627118644067797
6,109,769,67,0.08014354066985646
6,110,757,62,0.0757020757020757
6,111,777,47,0.05703883495145631
6,112,753,46,0.057571964956195244
6,113,749,42,0.05309734513274336
6,114,772,48,0.05853658536585366
6,115,759,49,0.06064356435643564
6,116,753,47,0.05875
6,117,770,39,0.048207663782447466
6,118,752,35,0.044472681067344345
6,119,747,34,0.04353393085787452
6,120,719,32,0.0426098535286285
6,121,724,44,0.057291666666666664
6,122,731,41,0.05310880829015544
6,123,723,42,0.054901960784313725
6,124,733,41,0.05297157622739018
6,125,714,45,0.05928853754940711
6,126,719,43,0.05643044619422572
6,127,738,45,0.05747126436781609
6,128,711,46,0.0607661822985469
6,129,725,50,0.06451612903225806
6,130,739,53,0.06691919191919192
6,131,728,56,0.07142857142857142
6,132,742,59,0.07365792759051186
6,133,736,70,0.08684863523573201
6,134,725,60,0.07643312101910828
6,135,738,66,0.08208955223880597
6,136,726,65,0.08217446270543616
6,137,726,63,0.07984790874524715
6,138,720,55,0.07096774193548387
6,139,713,49,0.06430446194225722
6,140,718,56,0.07235142118863049
6,141,730,65,0.08176100628930817
6,142,728,69,0.08657465495608532
6,143,741,66,0.08178438661710037
6,144,730,69,0.08635794743429287
6,145,722,71,0.08953341740226986
6,146,680,69,0.09212283044058744
6,147,681,66,0.08835341365461848
6,148,663,65,0.08928571428571429
6,149,661,58,0.08066759388038942
6,150,676,48,0.06629834254143646
6,151,695,45,0.060810810810810814
6,152,682,44,0.06060606060606061
6,153,672,40,0.056179775280898875
6,154,668,33,0.047075606276747506
6,155,661,32,0.046176046176046176
6,156,675,40,0.055944055944055944
6,157,674,40,0.056022408963585436
6,158,641,41,0.060117302052785926
6,159,636,38,0.05637982195845697
6,160,632,36,0.05389221556886228
6,161,632,36,0.05389221556886228
6,162,629,38,0.05697151424287856
6,163,619,40,0.06069802731411229
6,164,640,45,0.06569343065693431
6,165,630,50,0.07352941176470588
6,166,633,51,0.07456140350877193
6,167,631,44,0.06518518518518518
6,168,651,44,0.06330935251798561
6,169,652,47,0.06723891273247497
6,170,660,34,0.04899135446685879
6,171,670,34,0.048295454545454544
6,172,672,31,0.044096728307254626
6,173,669,34,0.04836415362731152
6,174,670,35,0.04964539007092199
6,175,672,33,0.04680851063829787
6,176,689,38,0.052269601100412656
6,177,713,40,0.05312084993359894
6,178,732,41,0.05304010349288486
6,179,704,46,0.06133333333333333
6,180,696,54,0.072
6,181,690,41,0.0560875512995896
6,182,686,46,0.06284153005464481
6,183,687,41,0.05631868131868132
6,184,692,46,0.06233062330623306
6,185,714,49,0.06422018348623854
6,186,712,55,0.07170795306388526
6,187,722,50,0.06476683937823834
6,188,716,60,0.07731958762886598
6,189,700,61,0.08015768725361366
6,190,710,61,0.07911802853437094
6,191,688,69,0.09114927344782034
6,192,672,80,0.10638297872340426
6,193,668,77,0.10335570469798658
6,194,660,81,0.10931174089068826
6,195,653,78,0.106703146374829
6,196,658,81,0.10960757780784844
6,197,668,78,0.10455764075067024
6,198,653,78,0.106703146374829
6,199,664,62,0.08539944903581267
6,200,656,72,0.0989010989010989
6,201,656,81,0.10990502035278155
6,202,651,76,0.10453920220082531
6,203,621,73,0.10518731988472622
6,204,639,71,0.1
6,205,642,77,0.1070931849791377
6,206,635,73,0.10310734463276836
6,207,636,69,0.09787234042553192
6,208,651,67,0.09331476323119778
6,209,647,52,0.07439198855507868
6,210,631,54,0.07883211678832117
6,211,650,51,0.07275320970042796
6,212,647,52,0.07439198855507868
6,213,634,54,0.07848837209302326
6,214,638,50,0.07267441860465117
6,215,659,47,0.06657223796033994
6,216,656,60,0.08379888268156424
6,217,691,59,0.07866666666666666
6,218,704,61,0.07973856209150326
6,219,690,58,0.07754010695187166
6,220,691,44,0.05986394557823129
6,221,694,36,0.049315068493150684
6,222,696,34,0.04657534246575343
6,223,699,35,0.047683923705722074
6,224,676,41,0.05718270571827057
6,225,678,42,0.058333333333333334
6,226,681,35,0.04888268156424581
6,227,671,38,0.0535966149506347
6,228,680,42,0.05817174515235457
6,229,668,40,0.05649717514124294
6,230,652,42,0.06051873198847262
6,231,657,40,0.05738880918220947
6,232,665,47,0.06601123595505617
6,233,661,50,0.07032348804500703
6,234,662,48,0.0676056338028169
6,235,679,48,0.06602475928473177
6,236,657,48,0.06808510638297872
6,237,667,50,0.0697350069735007
6,238,665,52,0.07252440725244072
6,239,650,48,0.06876790830945559
6,240,645,43,0.0625
6,241,642,42,0.06140350877192982
6,242,654,35,0.05079825834542816
6,243,661,33,0.04755043227665706
6,244,667,34,0.04850213980028531
6,245,666,40,0.056657223796033995
6,246,667,40,0.056577086280056574
6,247,670,45,0.06293706293706294
6,248,653,45,0.06446991404011461
6,249,652,42,0.06051873198847262
6,250,664,34,0.04871060171919771
6,251,684,41,0.05655172413793103
6,252,683,46,0.06310013717421124
6,253,708,44,0.05851063829787234
6,254,724,45,0.05851755526657997
6,255,722,45,0.05867014341590613
6,256,725,45,0.05844155844155844
6,257,743,51,0.06423173803526448
6,258,713,56,0.07282184655396619
6,259,714,61,0.07870967741935483
6,260,735,60,0.07547169811320754
6,261,746,57,0.07098381070983811
6,262,747,54,0.06741573033707865
6,263,763,53,0.06495098039215687
6,264,767,50,0.06119951040391677
6,265,791,49,0.058333333333333334
6,266,782,47,0.05669481302774427
6,267,772,47,0.057387057387057384
6,268,757,35,0.04419191919191919
6,269,728,44,0.05699481865284974
6,270,750,50,0.0625
6,271,726,53,0.06803594351732992
6,272,730,41,0.05317769130998703
6,273,746,30,0.03865979381443299
6,274,754,25,0.03209242618741977
6,275,747,19,0.024804177545691905
6,276,731,22,0.029216467463479414
6,277,735,23,0.030343007915567283
6,278,743,23,0.030026109660574413
6,279,750,19,0.0247074122236671
6,280,742,20,0.026246719160104987
6,281,753,28,0.03585147247119078
6,282,732,27,0.03557312252964427
6,283,729,31,0.04078947368421053
6,284,712,24,0.03260869565217391
6,285,701,25,0.03443526170798898
6,286,713,21,0.02861035422343324
6,287,690,19,0.02679830747531735
6,288,687,18,0.02553191489361702
6,289,677,13,0.01884057971014493
6,290,704,12,0.01675977653631285
6,291,692,15,0.021216407355021217
6,292,688,11,0.015736766809728183
6,293,702,11,0.015427769985974754
6,294,715,13,0.017857142857142856
6,295,717,10,0.013755158184319119
6,296,711,12,0.016597510373443983
6,297,742,15,0.019815059445178335
6,298,752,15,0.01955671447196871
6,299,729,13,0.01752021563342318
6,300,723,12,0.0163265306122449
6,301,735,17,0.022606382978723406
6,302,727,14,0.018893387314439947
6,303,736,15,0.019973368841544607
6,304,713,12,0.016551724137931035
6,305,710,10,0.013888888888888888
6,306,710,8,0.011142061281337047
6,307,718,7,0.009655172413793104
6,308,711,10,0.013869625520110958
6,309,701,11,0.01544943820224719
6,310,691,11,0.01566951566951567
6,311,693,8,0.011412268188302425
6,312,683,8,0.011577424023154847
6,313,686,9,0.012949640287769784
6,314,680,12,0.017341040462427744
6,315,679,9,0.01308139534883721
6,316,704,7,0.009845288326300985
6,317,714,8,0.0110803324099723
6,318,725,9,0.01226158038147139
6,319,724,12,0.016304347826086956
6,320,724,17,0.022941970310391364
6,321,692,21,0.029453015427769985
6,322,691,20,0.02812939521800281
6,323,675,22,0.03156384505021521
6,324,660,23,0.03367496339677892
6,325,646,27,0.04011887072808321
6,326,632,33,0.04962406015037594
6,327,603,32,0.050393700787401574
6,328,607,33,0.0515625
6,329,613,28,0.0436817472698908
6,330,601,31,0.0490506329113924
6,331,617,24,0.0374414976599064
6,332,607,27,0.04258675078864353
6,333,599,30,0.04769475357710652
6,334,613,19,0.030063291139240507
6,335,584,16,0.02666666666666667
6,336,589,21,0.03442622950819672
6,337,590,16,0.026402640264026403
6,338,561,13,0.02264808362369338
6,339,575,10,0.017094017094017096
6,340,551,10,0.017825311942959002
6,341,534,10,0.01838235294117647
6,342,534,10,0.01838235294117647
6,343,536,12,0.021897810218978103
6,344,547,14,0.024955436720142603
6,345,550,11,0.0196078431372549
6,346,563,9,0.015734265734265736
6,347,535,11,0.020146520146520148
6,348,511,9,0.01730769230769231
6,349,529,7,0.013059701492537313
6,350,515,8,0.015296367112810707
6,351,521,4,0.007619047619047619
6,352,518,6,0.011450381679389313
6,353,516,1,0.0019342359767891683
6,354,514,0,0.0
7,1,984,16,0.016
7,2,1001,13,0.01282051282051282
7,3,996,15,0.01483679525222552
7,4,1004,11,0.01083743842364532
7,5,1004,11,0.01083743842364532
7,6,1004,10,0.009861932938856016
7,7,968,11,0.011235955056179775
7,8,971,9,0.009183673469387756
7,9,1001,6,0.005958291956305859
7,10,1013,5,0.004911591355599214
7,11,1014,2,0.001968503937007874
7,12,1012,3,0.002955665024630542
7,13,989,3,0.0030241935483870967
7,14,980,6,0.006085192697768763
7,15,962,7,0.007223942208462332
7,16,1000,6,0.005964214711729622
7,17,980,3,0.003051881993896236
7,18,1006,3,0.002973240832507433
7,19,1022,3,0.002926829268292683
7,20,1016,4,0.00392156862745098
7,21,1029,0,0.0
8,1,989,11,0.011
8,2,983,11,0.011066398390342052
8,3,979,12,0.012108980827447022
8,4,977,7,0.007113821138211382
8,5,976,6,0.006109979633401222
8,6,984,5,0.005055611729019211
8,7,1035,3,0.002890173410404624
8,8,1006,3,0.002973240832507433
8,9,988,6,0.006036217303822937
8,10,1005,2,0.0019860973187686196
8,11,1026,1,0.0009737098344693282
8,12,1042,1,0.0009587727708533077
8,13,1010,2,0.001976284584980237
8,14,1016,2,0.0019646365422396855
8,15,1009,1,0.0009900990099009901
8,16,977,0,0.0
9,1,987,13,0.013
9,2,1002,9,0.008902077151335312
9,3,1024,8,0.007751937984496124
9,4,1010,9,0.008832188420019628
9,5,1004,7,0.006923837784371909
9,6,1051,7,0.006616257088846881
9,7,1044,7,0.006660323501427212
9,8,1049,4,0.003798670465337132
9,9,1081,4,0.003686635944700461
9,10,1090,5,0.0045662100456621
9,11,1091,4,0.0036529680365296802
9,12,1087,4,0.0036663611365719525
9,13,1094,3,0.0027347310847766638
9,14,1097,3,0.0027272727272727275
9,15,1112,4,0.0035842293906810036
9,16,1098,3,0.0027247956403269754
9,17,1091,5,0.004562043795620438
9,18,1103,4,0.0036133694670280035
9,19,1067,4,0.003734827264239029
9,20,1075,6,0.005550416281221091
9,21,1105,6,0.0054005400540054005
9,22,1090,6,0.005474452554744526
9,23,1092,5,0.004557885141294439
9,24,1082,8,0.007339449541284404
9,25,1033,2,0.001932367149758454
9,26,1044,2,0.0019120458891013384
9,27,1052,2,0.0018975332068311196
9,28,1057,4,0.003770028275212064
9,29,1067,7,0.006517690875232775
9,30,1061,8,0.007483629560336763
9,31,1061,7,0.006554307116104869
9,32,1041,6,0.0057306590257879654
9,33,1050,6,0.005681818181818182
9,34,1082,5,0.004599816007359705
9,35,1073,4,0.003714020427112349
9,36,1092,4,0.0036496350364963502
9,37,1099,5,0.004528985507246377
9,38,1109,6,0.0053811659192825115
9,39,1103,2,0.0018099547511312218
9,40,1109,1,0.0009009009009009009
9,41,1098,1,0.0009099181073703367
9,42,1141,1,0.0008756567425569177
9,43,1139,2,0.0017528483786152498
9,44,1126,2,0.0017730496453900709
9,45,1107,3,0.002702702702702703
9,46,1122,2,0.0017793594306049821
9,47,1130,3,0.00264783759929391
9,48,1139,1,0.0008771929824561404
9,49,1143,2,0.0017467248908296944
9,50,1148,2,0.0017391304347826088
9,51,1144,4,0.003484320557491289
9,52,1144,6,0.0052173913043478265
9,53,1111,2,0.0017969451931716084
9,54,1089,2,0.0018331805682859762
9,55,1103,1,0.0009057971014492754
9,56,1096,1,0.0009115770282588879
9,57,1147,2,0.0017406440382941688
9,58,1161,1,0.0008605851979345956
9,59,1158,2,0.0017241379310344827
9,60,1175,3,0.0025466893039049238
9,61,1192,2,0.0016750418760469012
9,62,1187,3,0.0025210084033613447
9,63,1182,4,0.003372681281618887
9,64,1217,0,0.0
10,1,992,8,0.008
10,2,1008,6,0.005917159763313609
10,3,1007,4,0.003956478733926805
10,4,982,2,0.0020325203252032522
10,5,979,2,0.0020387359836901123
10,6,963,2,0.002072538860103627
10,7,961,2,0.0020768431983385254
10,8,965,2,0.002068252326783868
10,9,972,3,0.003076923076923077
10,10,961,4,0.004145077720207254
10,11,936,6,0.006369426751592357
10,12,942,1,0.0010604453870625664
10,13,908,0,0.0
11,1,987,13,0.013
11,2,1005,15,0.014705882352941176
11,3,1005,13,0.012770137524557957
11,4,998,7,0.006965174129353234
11,5,1015,9,0.0087890625
11,6,1003,10,0.009871668311944718
11,7,1041,8,0.0076263107721639654
11,8,1036,8,0.007662835249042145
11,9,1051,7,0.006616257088846881
11,10,1052,5,0.004730368968779565
11,11,1051,5,0.004734848484848485
11,12,1060,5,0.004694835680751174
11,13,1054,6,0.005660377358490566
11,14,1055,6,0.005655042412818096
11,15,1057,5,0.004708097928436911
11,16,1031,6,0.0057859209257473485
11,17,1031,9,0.008653846153846154
11,18,1027,4,0.0038797284190106693
11,19,1036,4,0.0038461538461538464
11,20,1044,5,0.004766444232602479
11,21,1043,5,0.004770992366412214
11,22,1062,3,0.0028169014084507044
11,23,1121,0,0.0
12,1,991,9,0.009
12,2,973,12,0.012182741116751269
12,3,965,10,0.010256410256410256
12,4,940,6,0.006342494714587738
12,5,953,6,0.006256517205422315
12,6,940,9,0.009483667017913594
12,7,966,4,0.004123711340206186
12,8,954,5,0.005213764337851929
12,9,944,4,0.004219409282700422
12,10,958,3,0.003121748178980229
12,11,959,2,0.002081165452653486
12,12,971,2,0.0020554984583761563
12,13,961,0,0.0
13,1,988,12,0.012
13,2,1026,11,0.010607521697203472
13,3,1019,13,0.012596899224806201
13,4,1063,9,0.008395522388059701
13,5,1064,11,0.010232558139534883
13,6,1051,12,0.011288805268109126
13,7,1027,13,0.0125
13,8,1023,11,0.010638297872340425
13,9,1012,15,0.014605647517039922
13,10,1056,22,0.02040816326530612
13,11,1020,28,0.026717557251908396
13,12,1014,28,0.026871401151631478
13,13,1013,26,0.025024061597690085
13,14,1043,26,0.02432179607109448
13,15,1021,23,0.022030651340996167
13,16,997,22,0.021589793915603533
13,17,993,25,0.02455795677799607
13,18,981,23,0.022908366533864542
13,19,958,24,0.024439918533604887
13,20,964,29,0.02920443101711984
13,21,972,27,0.02702702702702703
13,22,982,30,0.029644268774703556
13,23,1012,35,0.033428844317096466
13,24,1008,43,0.04091341579448145
13,25,1043,32,0.029767441860465118
13,26,1034,41,0.03813953488372093
13,27,1032,36,0.033707865168539325
13,28,1006,37,0.03547459252157239
13,29,1009,32,0.03073967339097022
13,30,1019,41,0.038679245283018866
13,31,986,39,0.03804878048780488
13,32,972,33,0.03283582089552239
13,33,958,27,0.027411167512690356
13,34,990,27,0.02654867256637168
13,35,979,25,0.0249003984063745
13,36,1023,23,0.02198852772466539
13,37,1001,23,0.0224609375
13,38,981,18,0.018018018018018018
13,39,984,14,0.014028056112224449
13,40,963,14,0.014329580348004094
13,41,949,13,0.013513513513513514
13,42,973,17,0.01717171717171717
13,43,988,19,0.018867924528301886
13,44,964,16,0.0163265306122449
13,45,996,14,0.013861386138613862
13,46,991,7,0.0070140280561122245
13,47,964,10,0.01026694045174538
13,48,964,6,0.006185567010309278
13,49,974,5,0.005107252298263534
13,50,998,6,0.00597609561752988
13,51,985,5,0.005050505050505051
13,52,987,6,0.006042296072507553
13,53,994,6,0.006
13,54,1013,1,0.0009861932938856016
13,55,1009,2,0.0019782393669634025
13,56,1040,2,0.0019193857965451055
13,57,1063,3,0.0028142589118198874
13,58,1051,2,0.001899335232668566
13,59,1068,0,0.0
14,1,991,9,0.009
14,2,1007,10,0.00983284169124877
14,3,1020,13,0.012584704743465635
14,4,1005,10,0.009852216748768473
14,5,999,15,0.014792899408284023
14,6,1033,11,0.01053639846743295
14,7,1019,9,0.008754863813229572
14,8,1050,12,0.011299435028248588
14,9,1058,14,0.013059701492537313
14,10,1061,11,0.010261194029850746
14,11,1103,10,0.008984725965858042
14,12,1096,9,0.008144796380090498
14,13,1082,9,0.008249312557286892
14,14,1081,9,0.008256880733944955
14,15,1090,7,0.006381039197812215
14,16,1124,4,0.0035460992907801418
14,17,1128,4,0.0035335689045936395
14,18,1116,4,0.0035714285714285713
14,19,1131,3,0.0026455026455026454
14,20,1155,3,0.0025906735751295338
14,21,1136,2,0.0017574692442882249
14,22,1139,2,0.0017528483786152498
14,23,1101,4,0.0036199095022624436
14,24,1117,3,0.0026785714285714286
14,25,1132,2,0.001763668430335097
14,26,1111,3,0.0026929982046678637
14,27,1108,2,0.0018018018018018018
14,28,1099,2,0.0018165304268846503
14,29,1085,3,0.0027573529411764708
14,30,1072,3,0.0027906976744186047
14,31,1109,3,0.002697841726618705
14,32,1109,2,0.0018001800180018
