take,generation,normal_cell_number,mutant_cell_number,mutant_ratio
1,74,1205,5,0.004132231404958678
1,75,1250,3,0.0023942537909018356
1,76,1231,4,0.0032388663967611335
1,77,1220,8,0.006514657980456026
1,78,1253,4,0.0031821797931583136
1,79,1237,3,0.0024193548387096775
1,80,1246,4,0.0032
1,81,1251,3,0.0023923444976076554
1,82,1255,2,0.0015910898965791568
1,83,1246,1,0.0008019246190858059
1,84,1233,2,0.0016194331983805667
1,85,1214,0,0.0
2,1,2195,10,0.0045351473922902496
2,2,2197,12,0.005432322317790856
2,3,2182,13,0.00592255125284738
2,4,2127,15,0.0070028011204481795
2,5,2135,17,0.007899628252788104
2,6,2109,20,0.009394081728511038
2,7,2134,16,0.0074418604651162795
2,8,2118,22,0.010280373831775701
2,9,2076,16,0.0076481835564053535
2,10,2133,18,0.008368200836820083
2,11,2113,15,0.007048872180451127
2,12,2155,19,0.008739650413983441
2,13,2228,17,0.0075723830734966595
2,14,2229,14,0.006241640659830584
2,15,2289,15,0.006510416666666667
2,16,2317,11,0.004725085910652921
2,17,2305,14,0.00603708495040966
2,18,2319,17,0.007277397260273972
2,19,2283,18,0.007822685788787484
2,20,2259,22,0.009644892590968873
2,21,2227,27,0.011978704525288377
2,22,2203,24,0.010776829815895825
2,23,2200,22,0.009900990099009901
2,24,2229,12,0.00535475234270415
2,25,2244,11,0.004878048780487805
2,26,2211,7,0.0031559963931469793
2,27,2282,9,0.00392841553906591
2,28,2298,7,0.003036876355748373
2,29,2287,7,0.003051438535309503
2,30,2273,5,0.0021949078138718174
2,31,2304,5,0.0021654395842356
2,32,2316,8,0.0034423407917383822
2,33,2322,8,0.0034334763948497852
2,34,2321,7,0.003006872852233677
2,35,2239,5,0.0022281639928698753
2,36,2210,5,0.002257336343115124
2,37,2251,6,0.002658396101019052
2,38,2217,3,0.0013513513513513514
2,39,2250,4,0.001774622892635315
2,40,2287,0,0.0
3,1,3268,16,0.0048721071863581
3,2,3351,22,0.006522383634746516
3,3,3358,23,0.006802721088435374
3,4,3352,19,0.005636309700385643
3,5,3363,21,0.0062056737588652485
3,6,3339,23,0.006841165972635336
3,7,3362,24,0.0070880094506792675
3,8,3374,21,0.006185567010309278
3,9,3366,23,0.0067866627323694305
3,10,3344,19,0.005649717514124294
3,11,3370,17,0.005019191024505462
3,12,3358,15,0.004447079750963534
3,13,3324,15,0.004492362982929021
3,14,3324,14,0.004194128220491312
3,15,3341,13,0.003875968992248062
3,16,3319,15,0.004499100179964007
3,17,3326,12,0.0035949670461354103
3,18,3337,13,0.003880597014925373
3,19,3370,8,0.002368265245707519
3,20,3300,8,0.0024183796856106408
3,21,3325,12,0.003596044351213665
3,22,3269,8,0.0024412572474824534
3,23,3259,10,0.0030590394616090547
3,24,3290,13,0.003935815924916743
3,25,3312,10,0.0030102347983142685
3,26,3295,17,0.005132850241545894
3,27,3258,14,0.004278728606356968
3,28,3250,17,0.005203550658096113
3,29,3238,16,0.004917025199754148
3,30,3233,14,0.004311672312904219
3,31,3222,16,0.004941321803582459
3,32,3230,12,0.003701418877236274
3,33,3198,17,0.0052877138413685845
3,34,3223,21,0.006473489519112207
3,35,3258,22,0.006707317073170732
3,36,3276,18,0.00546448087431694
3,37,3285,22,0.006652555185969156
3,38,3330,24,0.007155635062611807
3,39,3275,24,0.007274931797514398
3,40,3296,28,0.00842358604091456
3,41,3264,34,0.010309278350515464
3,42,3267,34,0.010299909118448955
3,43,3288,26,0.007845503922751962
3,44,3275,22,0.006672732787382469
3,45,3257,23,0.00701219512195122
3,46,3250,21,0.0064200550290431065
3,47,3299,27,0.008117859290438966
3,48,3269,35,0.01059322033898305
3,49,3229,24,0.007377805102981863
3,50,3280,28,0.008464328899637243
3,51,3270,33,0.009990917347865577
3,52,3217,35,0.01076260762607626
3,53,3242,35,0.010680500457735734
3,54,3153,38,0.011908492635537449
3,55,3092,46,0.014659018483110261
3,56,3126,55,0.017290160326941213
3,57,3067,53,0.016987179487179486
3,58,3131,50,0.01571832756994656
3,59,3096,50,0.01589319771137953
3,60,3128,44,0.013871374527112233
3,61,3109,35,0.0111323155216285
3,62,3154,42,0.013141426783479349
3,63,3185,39,0.012096774193548387
3,64,3189,43,0.013304455445544554
3,65,3160,38,0.011882426516572859
3,66,3185,37,0.011483550589695841
3,67,3191,45,0.013906056860321385
3,68,3157,39,0.012202753441802253
3,69,3213,40,0.012296341838303105
3,70,3203,35,0.010809141445336628
3,71,3220,39,0.011966861000306842
3,72,3186,40,0.012399256044637322
3,73,3153,40,0.01252740369558409
3,74,3122,40,0.01265022137887413
3,75,3115,47,0.014864010120177103
3,76,3099,50,0.015878056525881232
3,77,3127,59,0.018518518518518517
3,78,3169,62,0.01918910554008047
3,79,3166,54,0.016770186335403725
3,80,3148,50,0.015634771732332707
3,81,3118,53,0.01671397035635446
3,82,3135,48,0.015080113100848256
3,83,3125,39,0.012326169405815424
3,84,3254,40,0.012143290831815421
3,85,3228,39,0.011937557392102846
3,86,3181,40,0.012418503570319777
3,87,3198,49,0.015090853095164768
3,88,3184,49,0.015156201670275286
3,89,3148,48,0.015018773466833541
3,90,3101,52,0.016492229622581667
3,91,3118,47,0.014849921011058451
3,92,3109,55,0.01738305941845765
3,93,3060,55,0.01765650080256822
3,94,3059,48,0.01544898616028323
3,95,3106,49,0.015530903328050714
3,96,3099,42,0.013371537726838587
3,97,3120,29,0.009209272785011114
3,98,3126,29,0.00919175911251981
3,99,3122,33,0.010459587955625991
3,100,3108,35,0.011135857461024499
3,101,3073,35,0.01126126126126126
3,102,3038,34,0.011067708333333334
3,103,3045,35,0.011363636363636364
3,104,2993,39,0.012862796833773086
3,105,2983,41,0.013558201058201057
3,106,2999,42,0.013811246300559027
3,107,3027,47,0.015289525048796356
3,108,3034,50,0.01621271076523995
3,109,3066,43,0.0138308137664844
3,110,3096,44,0.014012738853503185
3,111,3094,47,0.014963387456224133
3,112,3051,51,0.01644100580270793
3,113,3043,44,0.014253320375769355
3,114,3007,49,0.016034031413612565
3,115,2940,53,0.017707985299031073
3,116,2886,57,0.019367991845056064
3,117,2840,55,0.018998272884283247
3,118,2873,51,0.01744186046511628
3,119,2871,47,0.01610692254969157
3,120,2852,42,0.014512785072563926
3,121,2799,43,0.015130190007037298
3,122,2725,51,0.018371757925072046
3,123,2770,44,0.015636105188343994
3,124,2806,35,0.012319605772615276
3,125,2798,49,0.017211099402880226
3,126,2774,57,0.020134228187919462
3,127,2806,57,0.019909186168354874
3,128,2810,69,0.02396665508857242
3,129,2770,59,0.020855425945563805
3,130,2747,66,0.02346249555634554
3,131,2781,65,0.022839072382290933
3,132,2802,73,0.025391304347826087
3,133,2752,71,0.025150549061282324
3,134,2796,79,0.027478260869565216
3,135,2796,83,0.02882945467176103
3,136,2753,93,0.03267744202389318
3,137,2774,94,0.03277545327754533
3,138,2734,93,0.03289706402546869
3,139,2739,92,0.032497350759448956
3,140,2782,97,0.033692254254949636
3,141,2782,104,0.036036036036036036
3,142,2746,104,0.036491228070175435
3,143,2725,108,0.03812213201553124
3,144,2715,102,0.0362087326943557
3,145,2751,79,0.02791519434628975
3,146,2707,73,0.026258992805755395
3,147,2704,68,0.024531024531024532
3,148,2675,58,0.021222100256128796
3,149,2680,65,0.023679417122040074
3,150,2636,75,0.02766506824050166
3,151,2666,80,0.029133284777858703
3,152,2665,84,0.03055656602400873
3,153,2644,85,0.031146940271161598
3,154,2619,86,0.03179297597042514
3,155,2642,96,0.03506208911614317
3,156,2657,94,0.0341693929480189
3,157,2671,99,0.035740072202166066
3,158,2671,93,0.033646888567293774
3,159,2689,89,0.032037437005039596
3,160,2653,77,0.028205128205128206
3,161,2661,84,0.030601092896174863
3,162,2630,73,0.027007029226785054
3,163,2636,75,0.02766506824050166
3,164,2649,78,0.028602860286028604
3,165,2653,72,0.026422018348623854
3,166,2645,76,0.02793090775450202
3,167,2645,69,0.025423728813559324
3,168,2628,78,0.028824833702882482
3,169,2578,89,0.033370828646419194
3,170,2578,95,0.03554059109614665
3,171,2597,103,0.038148148148148146
3,172,2590,102,0.03789004457652303
3,173,2627,95,0.034900808229243206
3,174,2601,108,0.03986710963455149
3,175,2630,109,0.0397955458196422
3,176,2627,110,0.0401899890390939
3,177,2686,116,0.04139900071377588
3,178,2650,111,0.04020282506338283
3,179,2617,121,0.04419284149013879
3,180,2606,129,0.04716636197440585
3,181,2635,122,0.04425099746100834
3,182,2592,126,0.046357615894039736
3,183,2549,120,0.04496065942300487
3,184,2527,113,0.0428030303030303
3,185,2534,106,0.04015151515151515
3,186,2511,111,0.04233409610983982
3,187,2506,120,0.0456968773800457
3,188,2522,115,0.04361016306408798
3,189,2570,118,0.04389880952380952
3,190,2579,117,0.043397626112759644
3,191,2572,119,0.044221479004087696
3,192,2579,119,0.04410674573758339
3,193,2604,116,0.04264705882352941
3,194,2549,136,0.05065176908752328
3,195,2598,127,0.04660550458715596
3,196,2545,130,0.048598130841121495
3,197,2543,137,0.05111940298507463
3,198,2492,156,0.05891238670694864
3,199,2472,144,0.05504587155963303
3,200,2475,142,0.054260603744745894
3,201,2493,138,0.052451539338654506
3,202,2496,141,0.053469852104664393
3,203,2504,144,0.054380664652567974
3,204,2547,139,0.051749813849590466
3,205,2551,151,0.05588452997779423
3,206,2629,147,0.052953890489913544
3,207,2672,131,0.04673564038530146
3,208,2617,134,0.048709560159941837
3,209,2594,151,0.05500910746812386
3,210,2605,150,0.0544464609800363
3,211,2587,153,0.05583941605839416
3,212,2587,154,0.056183874498358266
3,213,2594,142,0.051900584795321635
3,214,2592,139,0.05089710728670817
3,215,2632,157,0.05629257798494084
3,216,2595,145,0.05291970802919708
3,217,2577,149,0.054658840792369774
3,218,2563,150,0.055289347585698485
3,219,2526,151,0.056406425102726934
3,220,2492,136,0.0517503805175038
3,221,2470,145,0.055449330783938815
3,222,2428,129,0.05044974579585452
3,223,2436,128,0.0499219968798752
3,224,2420,114,0.04498816101026046
3,225,2403,114,0.04529201430274136
3,226,2395,108,0.04314822213343987
3,227,2395,103,0.04123298638911129
3,228,2464,95,0.03712387651426338
3,229,2493,99,0.03819444444444445
3,230,2475,102,0.03958090803259604
3,231,2534,99,0.037599696164071404
3,232,2503,93,0.03582434514637904
3,233,2469,82,0.032144257154057235
3,234,2459,92,0.03606428851430812
3,235,2431,86,0.03416765991259436
3,236,2361,81,0.033169533169533166
3,237,2381,81,0.03290008123476848
3,238,2397,67,0.02719155844155844
3,239,2433,74,0.029517351416035103
3,240,2449,72,0.028560095200317333
3,241,2474,76,0.02980392156862745
3,242,2484,83,0.032333463186599146
3,243,2497,81,0.031419705197827774
3,244,2477,78,0.030528375733855185
3,245,2450,73,0.02893380895759017
3,246,2426,77,0.03076308429884139
3,247,2371,75,0.030662305805396566
3,248,2417,85,0.033972821742605915
3,249,2429,85,0.03381066030230708
3,250,2423,101,0.04001584786053883
3,251,2418,93,0.037037037037037035
3,252,2402,104,0.041500399042298484
3,253,2439,105,0.041273584905660375
3,254,2370,114,0.04589371980676329
3,255,2362,120,0.048348106365834004
3,256,2363,122,0.04909456740442656
3,257,2337,119,0.048452768729641695
3,258,2328,134,0.054427294882209584
3,259,2353,116,0.04698258404212231
3,260,2370,103,0.041649818034775576
3,261,2363,99,0.04021121039805037
3,262,2385,113,0.04523618895116093
3,263,2343,122,0.04949290060851927
3,264,2360,137,0.05486583900680817
3,265,2347,134,0.05401047964530431
3,266,2282,144,0.05935696619950536
3,267,2256,137,0.05725031341412453
3,268,2260,121,0.05081898362032759
3,269,2280,113,0.04722106142916841
3,270,2266,115,0.04829903401931961
3,271,2287,114,0.04748021657642649
3,272,2274,119,0.04972837442540744
3,273,2253,119,0.050168634064080946
3,274,2260,113,0.047619047619047616
3,275,2239,123,0.05207451312447079
3,276,2283,130,0.053874844591794445
3,277,2284,125,0.05188875051888751
3,278,2285,127,0.052653399668325045
3,279,2247,122,0.05149852258336851
3,280,2186,118,0.051215277777777776
3,281,2142,110,0.04884547069271759
3,282,2184,116,0.050434782608695654
3,283,2207,107,0.04624027657735523
3,284,2253,112,0.047357293868921777
3,285,2223,105,0.045103092783505154
3,286,2265,105,0.04430379746835443
3,287,2268,110,0.04625735912531539
3,288,2234,122,0.05178268251273345
3,289,2203,123,0.0528804815133276
3,290,2186,128,0.055315471045808126
3,291,2210,118,0.0506872852233677
3,292,2209,112,0.04825506247307195
3,293,2219,102,0.043946574752261956
3,294,2266,89,0.03779193205944798
3,295,2296,83,0.03488860865910046
3,296,2259,80,0.034202650705429674
3,297,2270,78,0.03321976149914821
3,298,2256,81,0.03465982028241335
3,299,2303,90,0.03760969494358546
3,300,2334,105,0.04305043050430504
3,301,2274,113,0.047339757017176375
3,302,2273,120,0.05014625992478061
3,303,2264,120,0.050335570469798654
3,304,2236,118,0.05012744265080714
3,305,2258,125,0.05245488879563575
3,306,2253,121,0.050968828980623423
3,307,2285,117,0.04870940882597835
3,308,2328,105,0.04315659679408138
3,309,2312,118,0.048559670781893
3,310,2289,125,0.05178127589063795
3,311,2295,127,0.052436003303055326
3,312,2263,126,0.05274173294265383
3,313,2257,112,0.047277332207682564
3,314,2249,93,0.039709649871904354
3,315,2286,89,0.03747368421052632
3,316,2275,85,0.036016949152542374
3,317,2246,87,0.0372910415773682
3,318,2249,85,0.03641816623821765
3,319,2256,94,0.04
3,320,2297,92,0.038509836751778985
3,321,2316,103,0.04257957833815626
3,322,2331,106,0.04349610176446451
3,323,2281,109,0.04560669456066946
3,324,2278,110,0.046063651591289785
3,325,2277,107,0.04488255033557047
3,326,2214,113,0.048560378169316715
3,327,2216,106,0.04565030146425495
3,328,2190,102,0.04450261780104712
3,329,2155,102,0.04519273371732388
3,330,2144,104,0.046263345195729534
3,331,2165,107,0.04709507042253521
3,332,2137,109,0.04853072128227961
3,333,2141,107,0.04759786476868327
3,334,2112,104,0.04693140794223827
3,335,2085,111,0.050546448087431695
3,336,2094,102,0.04644808743169399
3,337,2146,88,0.03939122649955237
3,338,2118,88,0.03989120580235721
3,339,2125,71,0.03233151183970856
3,340,2094,70,0.03234750462107209
3,341,2106,70,0.03216911764705882
3,342,2075,72,0.033535165346995806
3,343,2096,73,0.033656062701705854
3,344,2114,62,0.02849264705882353
3,345,2132,57,0.02603928734582001
3,346,2112,54,0.024930747922437674
3,347,2118,46,0.021256931608133085
3,348,2114,43,0.019935095039406582
3,349,2145,50,0.022779043280182234
3,350,2167,47,0.02122854561878952
3,351,2166,46,0.020795660036166366
3,352,2173,46,0.020730058584948176
3,353,2180,42,0.018901890189018902
3,354,2177,59,0.026386404293381037
3,355,2182,64,0.028495102404274265
3,356,2120,68,0.031078610603290677
3,357,2118,74,0.03375912408759124
3,358,2052,86,0.040224508886810104
3,359,2025,85,0.04028436018957346
3,360,2019,79,0.03765490943755958
3,361,2029,80,0.03793266951161688
3,362,2024,78,0.037107516650808754
3,363,2063,72,0.03372365339578454
3,364,2066,69,0.03231850117096019
3,365,2046,64,0.03033175355450237
3,366,2038,72,0.034123222748815164
3,367,2022,74,0.035305343511450385
3,368,1981,74,0.03600973236009732
3,369,2022,72,0.034383954154727794
3,370,2033,62,0.029594272076372316
3,371,2019,63,0.03025936599423631
3,372,2051,57,0.027039848197343452
3,373,2100,52,0.024163568773234202
3,374,2023,56,0.026936026936026935
3,375,2028,56,0.026871401151631478
3,376,2002,57,0.027683341427877612
3,377,1959,60,0.029717682020802376
3,378,1949,61,0.03034825870646766
3,379,1936,61,0.030545818728092138
3,380,1919,64,0.03227433182047403
3,381,1909,61,0.030964467005076143
3,382,1894,69,0.035150280183392765
3,383,1903,68,0.03450025367833587
3,384,1897,70,0.03558718861209965
3,385,1929,71,0.0355
3,386,1977,78,0.03795620437956204
3,387,1913,81,0.040621865596790374
3,388,1963,73,0.03585461689587426
3,389,1917,85,0.042457542457542456
3,390,1916,98,0.04865938430983118
3,391,1881,102,0.05143721633888049
3,392,1897,91,0.045774647887323945
3,393,1877,102,0.05154118241536129
3,394,1899,102,0.050974512743628186
3,395,1887,100,0.050327126321087066
3,396,1854,102,0.05214723926380368
3,397,1879,100,0.050530570995452245
3,398,1809,99,0.05188679245283019
3,399,1782,112,0.059134107708553325
3,400,1746,109,0.05876010781671159
3,401,1704,118,0.06476399560922064
3,402,1694,115,0.06357103372028745
3,403,1684,119,0.06600110926234054
3,404,1656,116,0.0654627539503386
3,405,1700,115,0.06336088154269973
3,406,1697,134,0.07318405243036592
3,407,1701,127,0.06947483588621445
3,408,1701,117,0.06435643564356436
3,409,1703,117,0.06428571428571428
3,410,1644,114,0.06484641638225255
3,411,1661,110,0.062111801242236024
3,412,1661,109,0.061581920903954805
3,413,1644,111,0.06324786324786325
3,414,1628,114,0.06544202066590127
3,415,1652,119,0.06719367588932806
3,416,1634,102,0.0587557603686636
3,417,1639,98,0.05641911341393207
3,418,1672,89,0.05053946621237933
3,419,1701,96,0.05342237061769616
3,420,1638,92,0.05317919075144509
3,421,1633,87,0.05058139534883721
3,422,1646,98,0.05619266055045872
3,423,1665,101,0.05719139297848245
3,424,1665,92,0.05236198064883324
3,425,1621,79,0.04647058823529412
3,426,1582,71,0.04295220810647308
3,427,1596,73,0.04373876572798083
3,428,1650,81,0.04679376083188908
3,429,1675,91,0.051528878822197054
3,430,1636,90,0.05214368482039398
3,431,1641,93,0.05363321799307959
3,432,1652,82,0.04728950403690888
3,433,1635,73,0.04274004683840749
3,434,1646,71,0.041351193942923706
3,435,1654,68,0.03948896631823461
3,436,1663,64,0.03705848291835553
3,437,1648,60,0.0351288056206089
3,438,1660,58,0.033760186263096625
3,439,1666,61,0.03532136653155762
3,440,1665,71,0.04089861751152074
3,441,1647,67,0.039089848308051345
3,442,1636,71,0.04159343878148799
3,443,1665,66,0.038128249566724434
3,444,1706,61,0.0345217883418223
3,445,1742,67,0.037037037037037035
3,446,1751,73,0.0400219298245614
3,447,1782,69,0.03727714748784441
3,448,1788,72,0.03870967741935484
3,449,1776,70,0.03791982665222102
3,450,1817,57,0.030416221985058698
3,451,1796,61,0.03284868066774367
3,452,1807,58,0.031099195710455763
3,453,1769,72,0.03910917979359044
3,454,1757,78,0.04250681198910082
3,455,1718,85,0.04714364947310039
3,456,1694,86,0.048314606741573035
3,457,1698,75,0.04230118443316413
3,458,1713,74,0.04141018466703973
3,459,1709,88,0.04897050639955482
3,460,1670,88,0.05005688282138794
3,461,1633,86,0.05002908667830134
3,462,1622,88,0.05146198830409357
3,463,1692,79,0.044607566346696784
3,464,1689,60,0.03430531732418525
3,465,1679,58,0.0333909038572251
3,466,1689,58,0.03319977103606182
3,467,1673,65,0.037399309551208286
3,468,1656,58,0.0338389731621937
3,469,1597,76,0.045427375971309025
3,470,1573,76,0.04608853850818678
3,471,1554,78,0.04779411764705882
3,472,1569,77,0.04678007290400972
3,473,1575,78,0.047186932849364795
3,474,1581,69,0.04181818181818182
3,475,1590,78,0.046762589928057555
3,476,1623,72,0.04247787610619469
3,477,1614,58,0.034688995215311005
3,478,1582,67,0.04063068526379624
3,479,1600,63,0.03788334335538184
3,480,1588,66,0.03990326481257558
3,481,1570,68,0.04151404151404151
3,482,1555,57,0.03535980148883375
3,483,1557,62,0.03829524397776405
3,484,1560,51,0.03165735567970205
3,485,1506,54,0.03461538461538462
3,486,1507,49,0.031491002570694086
3,487,1528,40,0.025510204081632654
3,488,1533,30,0.019193857965451054
3,489,1516,32,0.020671834625323
3,490,1509,27,0.017578125
3,491,1478,29,0.019243530192435302
3,492,1451,27,0.018267929634641408
3,493,1432,25,0.017158544955387784
3,494,1445,22,0.014996591683708248
3,495,1426,18,0.012465373961218837
3,496,1431,24,0.016494845360824743
3,497,1411,25,0.017409470752089137
3,498,1454,28,0.018893387314439947
3,499,1411,30,0.020818875780707843
3,500,1425,37,0.0253077975376197
3,501,1411,37,0.025552486187845305
3,502,1404,40,0.027700831024930747
3,503,1408,36,0.024930747922437674
3,504,1424,40,0.0273224043715847
3,505,1406,41,0.028334485141672427
3,506,1393,33,0.02314165497896213
3,507,1361,40,0.028551034975017844
3,508,1386,31,0.021877205363443897
3,509,1387,32,0.02255109231853418
3,510,1429,29,0.019890260631001373
3,511,1462,27,0.018132975151108125
3,512,1465,22,0.014794889038332213
3,513,1481,23,0.015292553191489361
3,514,1455,22,0.014895057549085985
3,515,1498,24,0.01576872536136662
3,516,1514,27,0.01752109020116807
3,517,1494,23,0.015161502966381015
3,518,1498,22,0.014473684210526316
3,519,1489,24,0.015862524785194978
3,520,1503,21,0.013779527559055118
3,521,1515,15,0.00980392156862745
3,522,1489,17,0.011288180610889775
3,523,1484,16,0.010666666666666666
3,524,1486,17,0.011310711909514305
3,525,1459,22,0.014854827819041188
3,526,1448,21,0.014295439074200136
3,527,1404,27,0.018867924528301886
3,528,1401,22,0.015460295151089248
3,529,1385,27,0.019121813031161474
3,530,1369,25,0.017934002869440458
3,531,1386,32,0.022566995768688293
3,532,1365,37,0.026390870185449358
3,533,1324,38,0.027900146842878122
3,534,1335,29,0.02126099706744868
3,535,1375,39,0.027581329561527583
3,536,1371,42,0.029723991507430998
3,537,1382,35,0.024700070571630206
3,538,1420,25,0.01730103806228374
3,539,1392,23,0.01625441696113074
3,540,1389,27,0.019067796610169493
3,541,1362,21,0.015184381778741865
3,542,1331,16,0.011878247958426132
3,543,1307,18,0.013584905660377358
3,544,1292,11,0.00844205679201842
3,545,1298,15,0.011424219345011425
3,546,1273,15,0.011645962732919254
3,547,1256,17,0.01335428122545169
3,548,1207,16,0.013082583810302535
3,549,1209,13,0.010638297872340425
3,550,1212,13,0.010612244897959184
3,551,1218,15,0.012165450121654502
3,552,1223,19,0.015297906602254429
3,553,1185,21,0.017412935323383085
3,554,1177,20,0.01670843776106934
3,555,1182,23,0.019087136929460582
3,556,1194,21,0.01728395061728395
3,557,1158,19,0.016142735768903994
3,558,1171,22,0.018440905280804692
3,559,1179,16,0.013389121338912133
3,560,1160,23,0.01944209636517329
3,561,1125,21,0.01832460732984293
3,562,1130,20,0.017391304347826087
3,563,1128,18,0.015706806282722512
3,564,1141,16,0.013828867761452032
3,565,1118,20,0.01757469244288225
3,566,1080,20,0.01818181818181818
3,567,1086,19,0.017194570135746608
3,568,1097,18,0.016143497757847534
3,569,1108,12,0.010714285714285714
3,570,1156,12,0.010273972602739725
3,571,1152,15,0.012853470437017995
3,572,1196,8,0.006644518272425249
3,573,1197,8,0.006639004149377593
3,574,1188,9,0.007518796992481203
3,575,1203,7,0.005785123966942148
3,576,1175,9,0.007601351351351352
3,577,1209,12,0.009828009828009828
3,578,1227,19,0.015248796147672551
3,579,1247,21,0.016561514195583597
3,580,1254,24,0.018779342723004695
3,581,1267,22,0.017067494181536073
3,582,1291,16,0.01224177505738332
3,583,1308,11,0.008339651250947688
3,584,1331,11,0.00819672131147541
3,585,1350,12,0.00881057268722467
3,586,1309,13,0.009833585476550681
3,587,1317,6,0.0045351473922902496
3,588,1321,5,0.003770739064856712
3,589,1360,3,0.0022010271460014674
3,590,1331,2,0.0015003750937734434
3,591,1299,2,0.0015372790161414297
3,592,1277,2,0.001563721657544957
3,593,1218,1,0.0008203445447087777
3,594,1251,1,0.0007987220447284345
3,595,1239,1,0.0008064516129032258
3,596,1237,1,0.0008077544426494346
3,597,1222,2,0.0016339869281045752
3,598,1215,1,0.0008223684210526315
3,599,1211,0,0.0
4,1,2207,8,0.0036117381489841984
4,2,2198,11,0.004979628791308284
4,3,2226,13,0.005806163465832961
4,4,2187,16,0.007262823422605538
4,5,2154,16,0.007373271889400922
4,6,2138,16,0.007428040854224698
4,7,2110,23,0.010782934833567745
4,8,2127,29,0.013450834879406308
4,9,2134,31,0.014318706697459584
4,10,2181,36,0.016238159675236806
4,11,2205,27,0.012096774193548387
4,12,2288,22,0.009523809523809525
4,13,2295,17,0.007352941176470588
4,14,2250,14,0.006183745583038869
4,15,2287,11,0.004786771105308964
4,16,2283,14,0.0060949063996517195
4,17,2233,16,0.007114273010226767
4,18,2223,15,0.006702412868632708
4,19,2231,20,0.00888494002665482
4,20,2213,16,0.007178106774338268
4,21,2225,17,0.007582515611061552
4,22,2169,20,0.009136592051164915
4,23,2205,19,0.0085431654676259
4,24,2241,24,0.010596026490066225
4,25,2260,26,0.011373578302712161
4,26,2271,25,0.01088850174216028
4,27,2250,25,0.01098901098901099
4,28,2218,30,0.013345195729537367
4,29,2220,28,0.012455516014234875
4,30,2182,31,0.014008133755083597
4,31,2199,31,0.01390134529147982
4,32,2215,36,0.015992892047978675
4,33,2270,41,0.017741237559498052
4,34,2312,39,0.01658868566567418
4,35,2315,41,0.01740237691001698
4,36,2279,42,0.01809564842740198
4,37,2291,42,0.018002571795970854
4,38,2266,42,0.018197573656845753
4,39,2228,41,0.018069634200088145
4,40,2245,41,0.017935258092738406
4,41,2198,45,0.020062416406598307
4,42,2193,43,0.019230769230769232
4,43,2127,46,0.02116889093419236
4,44,2109,51,0.02361111111111111
4,45,2141,45,0.02058554437328454
4,46,2112,37,0.0172173103769195
4,47,2106,33,0.015427769985974754
4,48,2107,34,0.015880429705744978
4,49,2131,38,0.01751959428307976
4,50,2168,46,0.02077687443541102
